sentence,Positive,,,
"SETELAH MENIKAH...KITA KIRA MAU JADI WANITA BAIK BAIK. HAMIL MASUK PENJARA...KASIAN. BAGAIMANA LAGI MERUBAH HIDUP,ALAM SEMAKIN TUA",0,,,
Setan setan pasti pd dtng lht cwe nya ky gtu semua ..bnyak yg gk bner.,0,,,
sesalah apapun KD Yuni Shara selalu maju terdepan untuk membela padahal sudah tau kelakuan adiknya salah bingitz. ..keluarga yg aneh,0,,,
Serem bgt ya bersetubuh dg mahluk halus ASTAQFIRULLAHALAZIM ?￰ﾟﾘﾲ?￰ﾟﾘﾲ?￰ﾟﾘﾭ?,0,,,
"Sepertinya Viki Alman Udah Putus Urat Malu...Badan Kekar, Tapi Hati Helo Kiti. Kepergok Di Rmh Istri Orang, Begitu ketangkap Eh Mala Larinya Kekamar, khan Aneh.",0,,,
Seorang lonte yg menjadi anggota dewan..hhahaha.sangat lucu,0,,,
Senetron tdk mndidik isi nya selingku mlulu ..gak masuk akal...terlalu kejam,0,,,
Senetron tdk mndidik isi nya selingku mlulu ..gak masuk akal...terlalu kejam,0,,,
Semua yg ad di acara ini pd merangsang....?￰ﾟﾘﾂ?￰ﾟﾘﾂ?￰ﾟﾘﾃ?￰ﾟﾘﾃ?￰ﾟﾘﾆ?￰ﾟﾘﾆ?￰ﾟﾘﾅ?￰ﾟﾘﾅ?￰ﾟﾘﾆ,0,,,
Semua pejabat maling woiiii..... jangan munafik... jangan tebang pilih,0,,,
Semua gara gara kotak suara pake kardus hahahaha ?,0,,,
"Semogga tuh transgender Lucita luna nyaman di penjara lama'' dan ga keluar"" aib negara,kami ga butuh?",0,,,
"Semoga irma di beri hidayah... Irma cewek baik , cantik, sayang klo harus jd korban otak buaya nya si cowok benalu macam irfan..",0,,,
Semoga corona jd virus para koruptur dan orng2 yg berkhianat terhadap rakyat,0,,,
Semoga budijarot ketemu sama orang yang haus akan darahnya aminyarobbal allamiiin,0,,,
Semoga budi jarot ketangkap masa.,0,,,
Semoga brownis dan kluarga the onsu selalu dalam lingdungan alloh amin ya dan semoga tambah sukses amin ya alloh,0,,,
"Semangat,,,,klu menurut aq ya,mungkin ini pelajaran terakhir utk Viki utk berubah,,aq krg SK Sm ibunya dan adiknya Vicki kyke gk jeraREPLY",0,,,
Semakin gk bebot pasti gnerasi jdi bongak..... Aip dri sndiri di beber dpn umum... Tobat tobat,0,,,
"SELURUH KEKAYAAN PASTI HASIL KORUPSI TURUNAN, HARUS DISITA UNTUK DIKEMBALIKAN KERAKYAT JAMBI.",0,,,
"Selalu lihat garis tangan tapi dalam hati kecil saya kadang bertanya kog ga ada wanita berhijab yang cari pasangan di acara itu ,semua wanita seksi apa mungkin malau cari jodoh di garis tangan",0,,,
SELALU KAWAL TERUS RUU HIP JGN SAMPAI LENGAH DGN SGALA BENTUK ISU2 PENGALIHAN..,0,,,
Sekelas presiden bicara hal model bgini aj baca text..apalagi hal2 yg lain..ga akan ide original muncul dari bapak!!,0,,,
"SEKAYA KAYA NYA ATTA GLEDEK, DIA GK BAKALAN MAMPU BELI OTAK!",0,,,
Sekarang bikin ilang lg soal anis trs minta maaf alesannya sama kaya kaya bgni. Dasar kulup koloni 200,0,,,
sehebat apapun... kalau allah berkendak... pasti terjadi.... maling berdasi,0,,,
Sehat terus nyonya.. ingat roda berputar nanti klu udh jatuh miskin orang pertama yng jenguk biar bang ojol.. salam satu receh ?,0,,,
"seharusnya yuni shara sbg kk KD bs nasehati adiknya knp bs selingkuh di depn aurel? jaga dong perasaan anaknya jgn nafsu jd no1,,,di saat aurel & azriel butuh kasih sayang mlh di tinggal sm KD,betapa sakit hati mreka,,,apa yuni merasakn itu?,,,dan ashanti sbg ibu sambung posisinya ada di tengah, tll sayang sm anak tiri salah di kira mjd dinding pemisah antara kd & aurel/azriel,,,,gk sayang sm anak tiri mlh lbh slh lg,krn nti di kira ashanti cuma mkir hartanya pak anang pdhl ashanti pd dasarnya udh kaya raya,, shrsnya yuni shara sbg kk bs mjd jembatan penghubung antara Kd & aurel/azriel bukn mlh jd kompor meleduk nyindir2 ashanti.",0,,,
"Seharunya jadilah pemimpin yg amanah gk usah ngrubah""ruu hip yg membuat umat tidak tenag masa allaah bget ya pemimpin kita",0,,,
"Segitunya mau jadi perampuan, yg ujungnya menyiksa diri sendiri... Semoga mukanya gk lumer sprti mikel jacsn",0,,,
Segera tangkap sianjing budi jarot dan adili secepatnya kalo pemerintah tdk bisa mengadili sibudi jarot biar nanti kita adili secara hukum rimba saja...!,0,,,
"sebenarnya ini adalah sebuah persekongkolan elit yg jelas2 nyata ingin menghianati pancasila yg di buat oleh para pejuang dan leluhur bangsa indonesia dgn luhur dan suci..harusnya rancangan uuD hip tdk perlu dibahas lagi ,karena jelas2 itu adalah upaya penghianatan terhadap bangsa.pencetus gagasannya harusnya dihukum sebagai penghianat.",0,,,
Sebelum.posting mendingan.ajari dl yun.adik mu.....dan adik ipar mu yg lemes...,0,,,
Sebel prempuan jorokREPLY,0,,,
"Sebel bgt liat p3h kg ada BG Billy malas nonton gw mati in daah tv nya malas bgt nunggu"" dr jam 6 eh host nya BKN BB iih si Danang si sombong ma mm isda ma Uda baik ma BG Billy gw Uda Agga suka liat isda",0,,,
Sebaiknya ngomong sama pakar biar paham. Jangan permainkan keselamatan rakyat.,0,,,
"Se7sekali ,jika budi jarot ,menampakkan diri para habib habaib lah,penuntun kami menuju jalan, yg Allah ridhoi,",0,,,
"Sdhlah yuni,, kamu 11, 12 dgn adekmu kd ,,,knp buru2 mengbanti status,,,krn niat awal mau nyindir ashanti, goblok amat sih,,,,",0,,,
Sbntr lgi mukanya Kyk mukanya mpok atik ?￰ﾟﾤﾣ? kbnykn suntik atau selikon Atau meleleh knak matahri,0,,,
Saya sebagai perempuan ikut tersakitin ..rasanya saya pengen nyumpel mulut galih dech,0,,,
Saya muslim Tp lihat melani berdoa buat nino dg tulus kq jadi menitikan airmata,0,,,
Saya mau tanya pak?? KENAPA ANDA BISA JADI PRESIDEN PAK??? Terimakasih...,0,,,
Saya mah teh mau bilang ni teh yah teh . Cuma minta 1 aja ya teh gak banyak kok teh . Kapan teh SBY jadi presiden lagi teh . Banyak yang Berharap teh ni teh SBY jadi presiden lagi teh .,0,,,
"Saya gak pikirin soal virus coronanya.. Tpi yang saya pikirin.. Kpan dana BLT turun.. Udah dua minggu suami saya ojol gak dapet duit mlu. Gara,, sosial distanting.",0,,,
"Saya dukung kak melanie karena memang karakter negatif nya adalah :(1) SOMBONG.....(2)SUKA MERENDAHKAN MEMBULLY TEMAN SENDIRI ATAU PUN BINTANG TAMU DGN CARA KASAR DAN TIDAK SOPAN,INI SERING KITA LIHAT DI ACARA DEDI.Saya sering liat si fanny ghasany dan rico ceper dan chica jessica keterlaluan merendahkan teman sendiri. Kalo tukul melawak masih kita bisa ketawa. Tapi denger DEDY MEMBULLY DAN MERENDAHKAN TEMAN ATAU BINTANG TAMU, KITA BISA MERASAKAN SAKIT HATI DAN JENGKEL",0,,,
saya dari malaysia segan amat dgn acara ginian.. membuka air muka seseorg itu di masyarakat.. (yg setuju sama aku like?),0,,,
"Saya buka ini cm mw liat yg comen, btw yg ngomong spa sih ini kok suaranya kyk prnh dgr",0,,,
"Saya bersumpah, semoga semua perancang RUU HIP dan yang mendukungnya diberi penyakit struk oleh Allah SWT, tanpa terkecuali, soalnya sudah menghianati seluruh rakyat Indoneaia di NKRI Amin YRA",0,,,
"Satu lagi pembodohan bangsa.. 2020 generasi indonesia di kasih nonton yg kaya gini mau jadi apa?? Pantas banyak yg alay ples lebay. Wong kok acaranya kaya gini,",0,,,
Satu komando siap perang lawan jarot bangkeee,0,,,
Santuyy?...yuni keliatan kocar kacir cari bantuan..habis dihujat habis2san netizen..yaiyalah lo akrab sama istri mantan suamimu dia kagak selingkuh kayak adelo..?￰ﾟﾘﾂ? ibarat asanti batu berlian dan adelo batu semen hatinya?￰ﾟﾘﾂ,0,,,
Santaiii tp nyindir ngebela adenya yg SALAH!!!! mmg keluarga pelakor 11 12. Beda donk kasus mu dengan KD helawwwww yg terlihat BAIK di kasusmu itu MBA NUR AFNI OKTAVIA nya bukan kamu yunet!!!!!,0,,,
Sandiwara apa lagi katemi..?￰ﾟﾘﾆ,0,,,
Sampah .... nyesel guwe nontonnya. Bukan krn kehabisan kuota tapi krn settingan dan akting yg gak mutu.,0,,,
"sama seperti jokowi kalau di tanya, pasti kebanyakan bilang eeeee,,, mmm,,, eeee,,, mmmm,,, dengan raut wajah mengkerut ujung ujungnya di jawab bukan urusan saya atau tanyakan ke mentri nya ?￰ﾟﾤﾣ?￰ﾟﾤﾣ?￰ﾟﾘﾂ?",0,,,
Sama pa hji aja di buang Dulu wktu sm vicy kolokan Udah tau vicy palyboy ko mau,0,,,
"sama bang Dedy Corbuzier, walaupun setelah dia pindah agama. Tapi semenjak aku baca statusnya di instagram, langsung spontan ngucap dalam hati ""Ampuni dia Tuhan"" ?",0,,,
"Sama aja yuni sarah sama kaya kd sama2 pelakor tapi rumah tangga yuni hancur, setelah suaminya bangkrut",0,,,
"Salam 2 periode, makan tuh 2 periode",0,,,
"RUU HIP di ganti dengan RUU BPIP,sama aja kodok di ganti sama bankong, atau BEDUL di ganti dg BABI atuh masih itu itu juga cebong....",0,,,
Ruu Hip bikin gaduh rakyat awas di tenga pandemi covid 19. akan ada sebagian negara yg bakal di caplok lewat berbagai cara,0,,,
"RUU dengan berbagai nama baik HIP, PIP dan BPIP wajib dicabut dan di tolak oleh umat islam",0,,,
"Rugi tujuh Turunan Kita di suruh ibadah di rumah , Turis asing terus masuk ,,,",0,,,
Ribet banget kalou nonton garis tangan ribet banget,0,,,
"Raul itu hrs punya batasan,walaupun KD itu istrinya,tp ank"" KD itu kewajiban KD u berbagi kasih sayang, Raul g usah ikut campur,kamu itu imam ,tp egois Raul ... Maunya dihormati ,tp kamu TDK mau mengerti kebutuhan ank KD yg sdh terluka sejak kalian berselingkuh",0,,,
Rata2 yang ikut acra itu pr gk pnya prawan lagi,0,,,
"Rasio kematian korona d Indonesia paling tinggi d dunia sekitar 8,2% melewati Italia... Selamat pemerintah dan menkes atas prestasi yg telah d capai akibat kalian terlalu lembek santuy dan gak mampu menangani epidemi korona...",0,,,
Rakyat sangat mengerti sekali new pki bersarang di partai kembarannya pki yg mengakui pancasila lahir 1 juni dan partai itu juga sebagai pengusul pertama tentang RUU HIP,0,,,
Raja setingan uya kuya Eneg banget liat Danang itu,0,,,
Ra butuh pidato.. Butuhe solusi.. Kae sing (maaf) ra mampu dicukupi pangane!!! Gur ngoceh teros,0,,,
q liat garis tangan demi liat seyumnya indigo si ganteng meng hayutkan q,0,,,
Psbb rakyat susah tikus2 pada pesta ?￰ﾟﾤﾣ?￰ﾟﾤﾣ,0,,,
PSBB percuma. Klo masi bnyak yg keluyuran g jelas. Sharusny thu lah orang kita bnayakan kya gimna sifatny. Patuh saat ada ptugas dateng patroli doank saat petugas pergi duduk lagi kumpul lagi makan lagi d warteg gelar lagi lapakny.. knpa karna ga ada peraturan/sangsi yg tegas dan bansos jga ga jelas. Sya yg sdh patuh apa pa d rmh sdh hampir 2 minggu g ada bansos yg sya terima... klo sya g punya tabungan sya dan kluarga sudah mati klaparan,0,,,
Psbb metu salah gak metu mati menkes ngomong psbb banyak warga yg gak bisa kerja mikiro seng buruh harian lepas pak menkes ojo mikir corona tok2REPLY,0,,,
"PSBB kurang efektif tp lock down saat saat sekarang sangat berbahaya,bisa nyusul india",0,,,
"Psbb d jakarta gag bakal efektif, karna bansos yg tidak merata Klo bansos merata saya yakin PSBB pasti efektif",0,,,
PSBB cuma mempersulit rakyat kecil,0,,,
Progam apooo ng masuk akal blass.yang seharus ny di cari pro itu kok bisa masuk indo virus corona.kok anak sekolah di liburin ng masuk akal.yang seharusny tu penerbangan antar negara di hentikan sepenuh ny.....REPLY,0,,,
"prmpuan gatel gk ckp puas sm suami sndiri nakjis bgt,, jgn smpe trjadi pd diriku ya Allah ampuuunnn ... ...",0,,,
Prestasi puan apa ya...... Satu putri nenek megawati,0,,,
President orak tegas jadi ingin di tindas sama PKI,0,,,
"presiden sukanya maen selfi""an.yg satu mentrinya suka maen tiktok.yg satunya suka ngeband.INILAH KABINET TAMAN BERMAIN.he he he?￰ﾟﾘﾂ?￰ﾟﾘﾂ?￰ﾟﾘﾂpantes hasilnya rupiah/ihsg turun naik spt yo yo",0,,,
Presiden KERDUS,0,,,
Presiden bukan panutan rakyat indonesia.....dia yg berjanji dia yg ingkari,0,,,
Preeeettt... Ngomong dele isuk tempe.. Itulah kelakuan c emon..,0,,,
Pray For New Zealand ? Belajar Nembak???!?!?! MAKIN TRAUMA MEREKA GOBLOK!1! Mana sambil mengang pistol lagiRead more,0,,,
Politik kalau gk di dasari agama jadinya ya gak tau arah lupa daratan.... Ingat kita semua akan mati,0,,,
Polisi pasti usut tuntas.....tunggu ja konf pers siapa si gondrong tu dan motif nya,0,,,
Pola pikirnya sama aj oonnya ga kaka ga ade Ga ada bijak2nya.. Duh gimana netizen ga gedek liat kalakuan nih kk beradek...,0,,,
"PKI bukan product Indonesia,pendiri nya berguru di luar negri,rakyat menolak ke hadiran PKI .",0,,,
Pilm kok bego banget bisanya bikin emosi orang,0,,,
"Pilih ekonomi mati atau rakyat mati? Nyawa gk bisa kembali, ekonomi bisa dibangun kembali. Apa ia negara kaya raya seperi indonesia gk mampu menanggulangi ekonomi, bikankah sumberdaya alam melimpah....",0,,,
Pesertanya semua gk bermoral baik preman semua,0,,,
Perpusahan anda beda dgn bang hedri . Adik anda cerai kerna selingkuh Adik anda selingkuh di dpan mata anak anak lgih .. Ingat yuni apa anda lpa kelakuan adik anda kd . Jdi jgn di smakan dgn perpisahan anda,0,,,
"Perpisahan anda kan gk di awali dengan Perselikuhan....Lain lahhh Saudara si saudara. karna dia saudara truss di bela walau pun salah..!!!!,..jangkrik",0,,,
"Perpanjangan""PSBB-22 MEI"" Kusus DKI-JAKARTA aj pak?￰ﾟﾑﾹ?￰ﾟﾑﾹ?￰ﾟﾑﾹ?!!!!!!!!!JATIM(KususnyMadiunKota+Kabupaten&Magetan(kususnyaDESA MADIGONDO-dukuhLIKASAN-Take ranMagetan)kagakUsahAdaPSBB tek ek-tekean?￰ﾟﾑﾹ?￰ﾟﾑﾹ?￰ﾟﾑﾹ?￰ﾟﾑﾹ?￰ﾟﾑﾹ?￰ﾟﾑﾹ?!!!!!!!!!!!!!NGASIH-SEMBAKO,D uit kekTekek-(GRATIS)TuhYgAdil&Gk UsahPILIH-PILIH?￰ﾟﾑﾹ?￰ﾟﾑﾹ?￰ﾟﾑﾹ?￰ﾟﾑﾹ?!!!!!!rakyat ki butuh mangan/m akan(mbadok),minum(ngombe),nyaurUtang(BANK/KursBRI)?￰ﾟﾑﾹ?￰ﾟﾑﾹ?buktinyaMana?￰ﾟﾘﾲ??katanyaAd aPenundaanBayarBANKBRI/KursBRI?￰ﾟﾑﾹ?￰ﾟﾑﾹ?adanyaWabahKORONA AA!!!!!!!!kok masihSuruhBayar+petug asBankDatangKerumah?￰ﾟﾑﾹ?￰ﾟﾑﾹ?!!!!!!!RAKYAT TUH BUTUH BUKTI BUKAN JANJI?￰ﾟﾑﾹ?￰ﾟﾑﾹ?￰ﾟﾑﾹ!!!!!!!!REPLY",0,,,
Perkosa itu kan kafir iridia melihat jk bertemu ulama islamREPLY,0,,,
"Pergerakan pemberantasan pki diawali dari tingkat Rt/Rw dilingkungan warga masing2 awasi gerakan dan arah bicaranya klo sdh jelas kita adukan kpd warga baru kita tindak lakukan secara kejam sebagaimana kejamnya mereka kpd umat beragama. Ciri ciri pki tdk mengenal tuhan disebut atheis, sekalipun tau itu madal mereka cara untuk menyelamatkan diri.",0,,,
"Peresiden PDi, ketua dpr PDI, MPR PDI wis lah bubar bae",0,,,
Perempuan stress,0,,,
"Perempuan Laknat ini, memang kagak ada habisnya..",0,,,
"Percuma pemerintah Dan media ngomong2 smpe berbusa ! Kongkrit aja lah kalian taru TNI sama Polri disetiap RT seluruh penjuru jabodetabek , klo smpe ad yg kluar tanpa alasan jelas langsung isolasi / denda / tembak ditmpt daripada yg sehat jadi kena covid-19 gagara nitizen bar22REPLY",0,,,
Percuma mau banding juga mau cari kebenaran apa lagi?? Kebenaran yang sesungguhnya itu kalian bersalah!!! Susah banget mau ngaku!! Bilang udah tobat tobat masih aja bertahan dengan keyakinan halu kalian itu dasar pasangan muna,0,,,
Peraturannya yang salah,0,,,
Penjarakan ahokkkkk.....eeeitt masuk bui sndiri,0,,,
"Penguasa serakah untuk jabatan walikota sanggup menggesernya orang yang sudah berpengalaman , disodorkan, dipaksakan putra nya menjadi calon walikota , memalukan",0,,,
pendusta agama ...kerjanya fitnah ...tanpa buktipun ...tetep menuduh ...?￰ﾟﾘﾭ,0,,,
"Pendukung prabowo akhirnya tertangkap juga, para koruptor pasti merapat ke kubu 02",0,,,
Pemerintahan jokondor plonga plongo.REPLY,0,,,
Pemerintah nya g tegas,0,,,
"Pemerintah Lemot, Kurang Tegas...., Potensi menjadikan semua sia sia..., Tegakkan Aturan..., Hukum dengan Tegas....& Konsekwen....!! .",0,,,
"pemerintah ga jelas bikin kebijakan, psbb ga serentak dilapangan jg longgar bgt pengawasan minimal bgt kayak formalitas doang, mg kmrin dg sekarang naiknya drastis amat. pemerintah gagal membendung corona",0,,,
"pembwa acara ni kak, Iksan enak didengar bicaranya daripda Uya",0,,,
Pembohong! Nyesel gw pilih lo.,0,,,
Pdi p malindungi kajahatan razim gadungan curang ya allah hancurkan,0,,,
"Pas mau konverensi pers auto salfok pas ada yang manggil ""mas fatah, mas fatah"" ?￰ﾟﾘﾂ",0,,,
"Para Pejuang Corona Mati,Semua Bungkem. Sedangkan 1 Artis Meninggal,Semua Heboh. Ada Apa Dengan +62..???",0,,,
PARA KORUPTOR DAN PENYUAP KEDAULATAN RAKYAT BERKUMPUL PIDATONYA NGGAK COCOK DENGAN KELAKUANNYA,0,,,
Pantesan anak2 sklh skrg buta sejarah..,0,,,
Pantesan ama pageant lovers disebut danangwati emang mulutnya lemes. Dasar danangwati?￰ﾟﾘﾂ?,0,,,
Pantes nya mah si galih di penjara seumur hidup di bui trus dapet azab mengerikan di penjara..menghina wanita sama z menghina ibu nya yg melahirkan diri nya ke dunia ini..,0,,,
"Pancasila sudah final,gk usah dikutak katik lagi,buat DPR dan Pemerinah mending benahi perekonomian Rakyat.kl Rakyat dari sabang sampai Maraoke sudah menolak UU HIP atau BPIP.ya sudah gk usah ngotot lagi",0,,,
"Pancasila sdh sdh ditetapkan oleh pendahululu kita jgn di kotaka katik lagi, akan menimbulakan kegaduhan , sangat berikan semangat kepada bangsa pengamalan butir butir pancasila kehidupan yg seperti apa yg berkehidupan pancasila",0,,,
"Pancasila Dasar Negara, jaga NKRI, bila muncul PKI mk TNI harus berani melawan demi Keutuhan bangsa dan negara Btl kan ,????",0,,,
Pancasila dan NKRI sdh harga MATI .,0,,,
"pak, pidatonya buang2 waktu.. kurang kerjaan skali sih pak. kasi solusi kongkrit plis.. jangan ingatin soal gotong royong doang sementara pemerintah ngga punya kebijakan yang tepat.",0,,,
"pak, jangan lupa sarapan biar kuat ya? .., kuat ngeladenin komenan netizen. Auto pause, saya gak ngerti yang bapak sampaikan., lebih seru baca komenan ?",0,,,
"Pak presiden yg terhormat , Kalau membuat peraturan ya mbok kasih solusinya ..... Kalau PNS mah enak , tapi gimana dengan para kuli Mati kita pak ga makan",0,,,
"Pak pres kita harus gercep. Ibaratnya medan perang, semua prajurit dan jendral harus tau keadaan sebenarnya dan strategi aoa yang dipakai. Jika musuh bergeraj cepat kita harus 2x bergerak lebih cepat agar musuh tidak mengejar.",0,,,
"Pak Jokowi, mgkn tidak PKI, tp khawatir BPK dimanfaatkan org disekeliling bapak. Kami rakyat khawatir pak.",0,,,
Pak jokowi mana janjinya supir dan kernet dapat uang 600 ribu,0,,,
PAK BOSEEEEN:( PENGEN JALAN JALAN:( PENGEN PULANG KAMUNG\MUDIK:( PENGEN REFRESHING PAAAAK:( YA ALLAH HANGUSKAN CEPAT COVID19 INI YA ALLAH:( UDH BOSEN PAK DIRUMAH AJA:( UDH MATI GAYA MAU REBAHAN GAYA APA LGI:(,0,,,
pak anies kau gampang ya di baca orang emang bakal kau panjang ini psbb hiihihi lelucon part 2 uda di part 1 psbb ya gagal masi di lanjut mari kita liat 2 minggu - minggu ke 3 pasti ada lelucon part 3 pemerintah,0,,,
Pada akhir nya yang di sorot jenis kelamin juga ?￰ﾟﾤﾣ? Beliau ini ada2 aja bambang Marzuki (Lucinta luna),0,,,
Otak lo dan ide2 yg cemerlang yang bangsa indonesia perlukan bukan gaya lo yg kampungan itu,0,,,
Otak koplak bro lo bro wong menolong kok dikritik guoooooblok lo kadal,0,,,
Org skrg lbh suka bersekutu dg jin...knp msh pakai susuk g takut dg minta tumbal keturunan....betul2 deh org skrg ni,0,,,
"Org Gk baik jg jdohnya Gk baik. Allah sdh nentukan jdohnya msing"" .itu sj sdh keliatan panas bgtu kok.",0,,,
"Org bgimana sih transportasi dibatasi, tmpat keramaian ditutup tapi disuruh aktivitas sperti biasa, prcuma aja smua itu. Lalu Mana masker??? D Kimia farma abis mulu. Bahan makanan menipis. Truss langkahh andaa apaa????",0,,,
"Orang2 yang di sekitar KD hobby nya pada nyindir"" dan ikut campur, ini juga jadi pemicu masalah",0,,,
Orang mah goblok dikit2 . Dia mah goblok di abisin sendiri . Gledek gledek,0,,,
"orang indonesia itu jangan di atur"", biarin aja. banyakin berita orang"" mati karena virus ini. yg punya otak ntar jga pada mikir sendiri"" kalo masih hidup.",0,,,
orang indonesia itu emang kesombonganya ketahuan orang indonesia itu ngk mau di atur semauya sndiri sombong bngt klakuanya amit,0,,,
Orang bercerai itu beda beda kasusnya Tante Yuni duh duhh loe pikir SMA ye nyai yuni,0,,,
Ooi kalo buat tayagan tu sampai habis video nya dasar nga profesional,0,,,
Onad donk bagus kl jg host lebih seru..?,0,,,
Onaaaddd... Pen nimpuukkk sumpaahh.. Soo gemasshh ?￰ﾟﾘﾰ perut gue kontraksi naaddd,0,,,
Omos ...pinter omos ra enthos kerjo.....untunge ddu gubernurku.....mblenger nguwasne rupamu...?REPLY,0,,,
Omongan mu harimau mu Apa yg kau tanam ini lagh yg kau petik Di bayar kontan dr allah buat lucinta luna,0,,,
"Omong doang terimakasih mulu, sanjungan mulu... APD kurang tambahin dong, ini dihimbau terus social dis tegakin aturan coba pak,, jgn makasih mulu, jgn sok2an dukacita terus korban tiap hari bertambah TKA china masuk kemaren dibiarin, bukannya pencegahan org luar masuk.. ya Allah geregetan sya pak",0,,,
